Data Type,HTS Number,Description,2024,
FAS Value,8503,"PARTS OF ELECTRIC MOTORS, GENERATORS, GENERATING SETS AND ROTAARY CONVERTERS",1282364571.00,
FAS Value,8504,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS OR INDUCTORS; POWER SUPPLIES FOR ADP MACHINES OR UNITS; PARTS THEREOF",8085472442.00,
FAS Value,8505,"ELECTROMAGNETS; PERMANENT MAGNETS AND ARTICLES TO BE PERMANENT AFTER MAGNETIZATION; ELECTROMAGNETIC OR PERMANENT MAGNET CHUCKS, BRAKES ETC.; PARTS",544749652.00,
FAS Value,8506,PRIMARY CELLS AND PRIMARY BATTERIES; PARTS THEREOF,920526246.00,
FAS Value,8507,"ELECTRIC STORAGE BATTERIES, INCLUDING SEPARATORS THEREFOR; PARTS THEREOF",8784462911.00,
FAS Value,8508,VACUUM CLEANERS; PARTS THEREOF,329577936.00,
FAS Value,8509,"ELECTROMECHANICAL DOMESTIC APPLIANCES, WITH SELF-CONTAINED ELECTRIC MOTOR; PARTS THEREOF",757018685.00,
FAS Value,8510,"ELECTRIC SHAVERS AND HAIR CLIPPERS AND HAIR-REMOVING APPLIANCES, WITH SELF-CONTAINED ELECTRIC MOTOR; PARTS THEREOF",175637450.00,
FAS Value,8511,ELECTRICAL IGNITION OR STARTING EQUIPMENT USED FOR SPARK-IGNITION OR COMPRESSION-IGNITION INTERNAL COMBUSTION ENGINES; GENERATORS ETC. THEREFOR; PARTS,2354412503.00,
FAS Value,8512,"ELECTRICAL LIGHTING OR SIGNALING EQUIPMENT NESOI, WINDSHIELD WIPERS, DEFROSTERS AND DEMISTERS USED FOR CYCLES OR MOTOR VEHICLES; PARTS THEREOF",2389751863.00,
FAS Value,8513,"PORTABLE ELECTRIC LAMPS DESIGNED TO FUNCTION ON OWN ENERGY SOURCE (DRY BATTERIES, STORAGE BATTERIES, MAGNETOS), EXCEPT FOR MOTOR VEHICLES ETC.; PARTS",157893356.00,
FAS Value,8514,INDUSTRIAL OR LABORATORY ELECTRIC FURNACES AND OVENS; OTHER INDUSTRIAL OR LABORATORY INDUCTION OR DIELECTRIC HEATING EQUIPMENT; PARTS THEREOF,809959682.00,
FAS Value,8515,"ELECTRIC LASER, OTHER LIGHT OR PHOTON BEAM, ETC. APPARATUS, FOR SOLDERING OR WELDING ETC.; ELECTRIC MACHINES FOR HOT SPRAYING OF METALS; PARTS THEREOF",1195135838.00,
FAS Value,8516,"ELECTRIC WATER HEATERS ETC., SPACE AND SOIL HEATING APPARATUS; ELECTROTHERMIC HAIR APPARATUS (CURLERS ETC.), HAND-DRYERS, FLATIRONS ETC.; PARTS",1845945134.00,
FAS Value,8517,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING SUCH APPARATUS FOR CARRIER-CURRENT OR DIGITAL LINE SYSTEMS; PARTS THEREOF",39021346559.00,
FAS Value,8518,"MICROPHONES AND STANDS THEREFOR; LOUDSPEAKERS; HEADPHONES, EARPHONES ETC.; AUDIO-FREQUENCY ELECTRIC AMPLIFIERS; ELECTRIC SOUND AMPLIFIER SETS; PARTS",3558193954.00,
FAS Value,8519,"TURNTABLES, RECORD PLAYERS, CASSETTE PLAYERS AND OTHER SOUND REPRODUCING APPARATUS, NOT INCORPORATING A SOUND RECORDING DEVICE",212364385.00,
FAS Value,8521,"VIDEO RECORDING OR REPRODUCING APPARATUS, WHETHER OR NOT INCORPORATING A VIDEO TUNER",201370481.00,
FAS Value,8522,PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE APPARATUS OF HEADINGS 8519 OR 8521,162750740.00,
FAS Value,8523,PREPARED UNRECORDED MEDIA (OTHER THAN MOTION-PICTURE FILM) FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA,8876243524.00,
FAS Value,8524,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS",384860639.00,
FAS Value,8525,"TRANSMISSION APPARATUS FOR RADIOTELEPHONY, RADIOTELEGRAPHY, RADIOBROADCASTING OR TV; TV CAMERAS; STILL IMAGE VIDEO CAMERAS AND RECRDRS;DIGITAL CAMERAS",3592318010.00,
FAS Value,8526,"RADAR APPARATUS, RADIO NAVIGATIONAL AID APPARATUS AND RADIO REMOTE CONTROL APPARATUS",2446719867.00,
FAS Value,8527,"RECEPTION APPARATUS FOR RADIOTELEPHONY, RADIOTELEGRAPHY OR RADIOBROADCASTING, WHETHER OR NOT COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS",1045984764.00,
FAS Value,8528,"TELEVISION RECEIVERS, INCLUDING VIDEO MONITORS AND VIDEO PROJECTORS",2261849735.00,
FAS Value,8529,"PARTS FOR TELEVISION, RADIO AND RADAR APPARATUS (OF HEADINGS 8525 TO 8528)",2836123268.00,
FAS Value,8530,"ELECTRICAL SIGNALING, SAFETY OR TRAFFIC CONTROL EQUIPMENT FOR RAILWAYS, ROADS, INLAND WATERWAYS, PARKING FACILITIES ETC.; PARTS THEREOF",249867658.00,
FAS Value,8531,"ELECTRIC SOUND OR VISUAL SIGNALING APPARATUS (BELLS, SIRENS, BURGLAR OR FIRE ALARMS ETC.), NESOI; AND PARTS THEREOF",2062695649.00,
FAS Value,8532,"ELECTRICAL CAPACITORS, FIXED, VARIABLE OR ADJUSTABLE (PRE-SET); PARTS THEREOF",1902452927.00,
FAS Value,8533,"ELECTRICAL RESISTORS (INCLUDING RHEOSTATS AND POTENTIOMETERS), OTHER THAN HEATING RESISTORS; PARTS THEREOF",1048033002.00,
FAS Value,8534,PRINTED CIRCUITS,1081739163.00,
FAS Value,8535,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS, VOLTAGE OVER 1,000 V",1201139044.00,
FAS Value,8536,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS, VOLTAGE NOT OVER 1,000 V",12374433465.00,
FAS Value,8537,"BOARDS, PANELS ETC. WITH TWO OR MORE APPAR FOR SWITCHING ETC. ELEC CIRCUITS (HEADING 8535, 8536) OR OPTICAL ETC. INSTRUMENT OF CHAPTER 90; N/C APPAR",8124399458.00,
FAS Value,8538,"PARTS FOR ELECTRICAL APPARATUS FOR SWITCHING ETC. ELECTRIC CIRCUITS (OF HEADING 8535 OR 8536) AND PANELS, BOARDS, CONSOLES ETC. (OF HEADING 8537)",4824973929.00,
FAS Value,8539,"ELECTRIC FILAMENT OR DISCHARGE LAMPS, INCLUDING SEALED BEAM LAMP UNITS AND ULTRAVIOLET OR INFRARED LAMPS; ARC LAMPS; PARTS THEREOF",655712723.00,
FAS Value,8540,"THERMIONIC, COLD CATHODE OR PHOTOCATHODE TUBES (VACUUM, VAPOR OR GAS FILLED TUBES, CATHODE-RAY TUBES, TELEVISION CAMERA TUBES ETC.); PARTS THEREOF",468873052.00,
FAS Value,8541,"DIODES, TRANSISTORS AND SIMILAR DEVICES; PHOTOSENSITIVE SEMICONDUCTOR DEVICES; LIGHT-EMITTING DIODES; MOUNTED PIEZOELECTRIC CRYSTALS; PARTS THEREOF",6912867779.00,
FAS Value,8542,ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES; PARTS THEREOF,50634521686.00,
FAS Value,8543,"ELECTRICAL MACHINES AND APPARATUS, HAVING INDIVIDUAL FUNCTIONS, NESOI; PARTS THEREOF",5934241572.00,
FAS Value,8544,"INSULATED WIRE, CABLE AND OTHER INSULATED ELECTRICAL CONDUCTORS; OPTICAL FIBER CABLES, OF INDIVIDUALLY SHEATHED FIBERS, WITH CONDUCTORS ETC. OR NOT",12564328543.00,
FAS Value,8545,"CARBON ELECTRODES, CARBON BRUSHES, LAMP CARBONS, BATTERY CARBONS AND OTHER ARTICLES OF GRAPHITE OR OTHER CARBON USED FOR ELECTRICAL PURPOSES",317652175.00,
FAS Value,8546,ELECTRICAL INSULATORS OF ANY MATERIAL,210759377.00,
FAS Value,8547,"INSULATING FITTINGS FOR ELECTRICAL MACHINES ETC., PRIMARILY OF INSULATING MATERIALS; CONDUIT TUBING  ETC. OF BASE METAL LINED WITH INSULATING MATERIAL",491981366.00,
FAS Value,8548,"WASTE & SCRAP OF PRIMARY CELLS AND BATTERIES; SPENT PRIMARY CELLS AND BATTERIES; ELECTRICAL PARTS OF MACHINERY OR APPARATUS, NESOI",238026393.00,
FAS Value,8549,ELECTRICAL AND ELECTRONIC WASTE AND SCRAP,911981505.00,
FAS Value,8601,RAIL LOCOMOTIVES POWERED FROM AN EXTERNAL SOURCE OF ELECTRICITY OR BY ELECTRIC ACCUMULATORS (BATTERIES),3430736.00,
FAS Value,8602,"RAIL LOCOMOTIVES, OTHER THAN ELECTRIC, NESOI; LOCOMOTIVE TENDERS",499819645.00,
FAS Value,8603,"SELF-PROPELLED RAILWAY OR TRAMWAY COACHES, VANS AND TRUCKS, NESOI",22427606.00,
FAS Value,8604,"RAILWAY OR TRAMWAY MAINTENANCE OR SERVICE VEHICLES, WHETHER OR NOT SELF-PROPELLED (FOR EXAMPLE, WORKSHOPS, CRANES, BALLAST TAMPERS, TRACKLINERS, ETC.)",174751301.00,
FAS Value,8605,"RAILWAY OR TRAMWAY PASSENGER COACHES, LUGGAGE VANS, POST OFFICE COACHES AND OTHER SPECIAL PURPOSE RAIL OR TRAMWAY COACHES, NOT SELF-PROPELLED, NESOI",254869648.00,
FAS Value,8606,"RAILWAY OR TRAMWAY FREIGHT CARS, NOT SELF-PROPELLED",541159400.00,
FAS Value,8607,PARTS OF RAILWAY OR TRAMWAY LOCOMOTIVES OR ROLLING STOCK,1436460083.00,
FAS Value,8608,"RAIL TRACK FIXTURES; MECHANICAL SIGNALING, SAFETY OR TRAFFIC CONTROL EQUIPMENT FOR RAIL, ROAD, WATERWAY, PARKING, AIRFIELD ETC. AREAS; PARTS THEREOF",88147212.00,
FAS Value,8609,CONTAINERS (INCLUDING CONTAINERS FOR THE TRANSPORT OF FLUIDS) SPECIALLY DESIGNED AND EQUIPPED FOR CARRIAGE BY ONE OR MORE MODES OF TRANSPORT,595718734.00,
FAS Value,8701,TRACTORS (OTHER THAN WORKS TRUCKS OF HEADING 8709),6591854246.00,
FAS Value,8702,"MOTOR VEHICLES FOR THE TRANSPORT OF TEN OR MORE PERSONS, INCLUDING THE DRIVER",1000375970.00,
FAS Value,8703,"MOTOR CARS AND OTHER MOTOR VEHICLES DESIGNED TO TRANSPORT PEOPLE (OTHER THAN PUBLIC-TRANSPORT TYPE), INCLUDING STATION WAGONS AND RACING CARS",59195338633.00,
FAS Value,8704,MOTOR VEHICLES FOR THE TRANSPORT OF GOODS,21175935461.00,
FAS Value,8705,"SPECIAL PURPOSE MOTOR VEHICLES, NESOI, INCLUDING WRECKERS, MOBILE CRANES, FIRE FIGHTING VEHICLES, CONCRETE MIXERS, MOBILE WORKSHOPS, ETC.",2286927496.00,
FAS Value,8706,"CHASSIS FITTED WITH ENGINES FOR TRACTORS, MOTOR VEHICLES FOR PASSENGERS, GOODS TRANSPORT VEHICLES AND SPECIAL PURPOSE MOTOR VEHICLES",58129534.00,
FAS Value,8707,"BODIES (INCLUDING CABS), FOR TRACTORS, PUBLIC-TRANSPORT PASSENGER VEHICLES, MOTOR CARS, GOODS TRANSPORT VEHICLES AND SPECIAL PURPOSE MOTOR VEHICLES",317049354.00,
FAS Value,8708,"PARTS AND ACCESSORIES FOR TRACTORS, PUBLIC-TRANSPORT PASSENGER VEHICLES, MOTOR CARS, GOODS TRANSPORT MOTOR VEHICLES AND SPECIAL PURPOSE MOTOR VEHICLES",45082655425.00,
FAS Value,8709,"WORKS TRUCKS, SELF-PROPELLED, NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT; TRACTORS USED ON RAILWAY STATION PLATFORMS; PARTS THEREOF",398120967.00,
FAS Value,8710,"TANKS AND OTHER ARMORED FIGHTING VEHICLES, MOTORIZED, WHETHER OR NOT FITTED WITH WEAPONS, AND PARTS OF SUCH VEHICLES",1941801604.00,
FAS Value,8711,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDECARS; SIDECARS",714764857.00,
FAS Value,8712,"BICYCLES AND OTHER CYCLES (INCLUDING DELIVERY TRICYCLES), NOT MOTORIZED",115580339.00,
FAS Value,8713,"CARRIAGES FOR DISABLED PERSONS, WHETHER OR NOT MOTORIZED OR OTHERWISE MECHANICALLY PROPELLED",84972811.00,
FAS Value,8714,"PARTS AND ACCESSORIES FOR MOTORCYCLES, BICYCLES AND OTHER CYCLES, INCLUDING PARTS AND ACCESSORIES FOR DELIVERY TRICYCLES AND INVALID CARRIAGES",661064450.00,
FAS Value,8715,BABY CARRIAGES (INCLUDING STROLLERS) AND PARTS THEREOF,21106719.00,
FAS Value,8716,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; AND PARTS THEREOF",4119875613.00,
FAS Value,8800,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",123307033269.00,
FAS Value,8801,"BALLOONS AND DIRIGIBLES; GLIDERS, HANG GLIDERS AND OTHER NON-POWERED AIRCRAFT",8077202.00,
FAS Value,8802,"AIRCRAFT, POWERED (FOR EXAMPLE, HELICOPTERS, AIRPLANES); SPACECRAFT (INCLUDING SATELLITES) AND SPACECRAFT LAUNCH VEHICLES",2923593246.00,
FAS Value,8804,PARACHUTES (INCLUDING DIRIGIBLE PARACHUTES) AND ROTOCHUTES; PARTS AND ACCESSORIES THERETO,179003143.00,
FAS Value,8805,AIRCRAFT LAUNCHING GEAR; DECK-ARRESTOR OR SIMILAR GEAR; GROUND FLYING TRAINERS; PARTS THEREOF,238894374.00,
FAS Value,8806,UNMANNED AIRCRAFT,308752450.00,
FAS Value,8807,"PARTS OF GOODS OF HEADING 8801, 8802 OR 8806",7271706889.00,
FAS Value,8901,"VESSELS FOR THE TRANSPORT OF PERSONS OR GOODS, INCLUDING CRUISE SHIPS, EXCURSION BOATS, FERRY BOATS, CARGO SHIPS AND BARGES",42483133.00,
FAS Value,8902,FISHING VESSELS; FACTORY SHIPS AND OTHER VESSELS FOR PROCESSING OR PRESERVING FISHERY PRODUCTS,1181091.00,
FAS Value,8903,YACHTS AND OTHER VESSELS FOR PLEASURE OR SPORTS; ROW BOATS AND CANOES,2033817267.00,
FAS Value,8904,TUGS AND PUSHER CRAFT VESSELS,4077442.00,
FAS Value,8905,"LIGHT-VESSELS, FIRE-FLOATS, DREDGERS, FLOATING CRANES ETC.; FLOATING DOCKS; FLOATING OR SUBMERSIBLE DRILLING OR PRODUCTION PLATFORMS",53478037.00,
FAS Value,8906,"VESSELS NESOI, INCLUDING WARSHIPS AND LIFEBOATS OTHER THAN ROW BOATS",244376407.00,
FAS Value,8907,"FLOATING STRUCTURES NESOI (INCLUDING RAFTS, TANKS, COFFERDAMS, LANDING STAGES, BUOYS AND BEACONS)",193403474.00,
FAS Value,8908,VESSELS AND FLOATING STRUCTURES FOR BREAKING UP (SCRAPPING),34033.00,
FAS Value,9001,"OPTICAL FIBERS AND OPTICAL FIBER BUNDLES; OPTICAL FIBER CABLES NESOI; SHEETS AND PLATES OF POLARIZING MATERIAL; OPTICAL ELEMENTS, UNMOUNTED",3295596182.00,
FAS Value,9002,"OPTICAL ELEMENTS (INCLUDING LENSES, PRISMS AND MIRRORS), MOUNTED, EXCLUDING ELEMENTS OF GLASS NOT OPTICALLY WORKED; PARTS AND ACCESSORIES THEREOF",743864538.00,
FAS Value,9003,"FRAMES AND MOUNTINGS FOR SPECTACLES, GOGGLES OR THE LIKE, AND PARTS THEREOF",345784056.00,
FAS Value,9004,"SPECTACLES, GOGGLES AND THE LIKE, CORRECTIVE, PROTECTIVE OR OTHER",840648083.00,
FAS Value,9005,"BINOCULARS, MONOCULARS, OTHER OPTICAL TELESCOPES OR ASTRONOMICAL INSTRUMENTS, EXCEPT FOR RADIO-ASTRONOMY; PARTS AND ACCESSORIES, INCLUDING MOUNTINGS",313635292.00,
FAS Value,9006,PHOTOGRAPHIC (OTHER THAN CINEMATOGRAPHIC) CAMERAS; PHOTOGRAPHIC FLASHLIGHT APPARATUS AND FLASHBULBS (EXCEPT DISCHARGE LAMPS); PARTS AND ACCESSORIES,232429970.00,
FAS Value,9007,CINEMATOGRAPHIC CAMERAS AND PROJECTORS (WITH OR WITHOUT SOUND RECORDING OR REPRODUCING APPARATUS); PARTS AND ACCESSORIES THEREOF,90624924.00,
FAS Value,9008,"IMAGE PROJECTORS, PHOTOGRAPHIC ENLARGERS AND REDUCERS, OTHER THAN CINEMATOGRAPHIC; PARTS AND ACCESSORIES THEREOF",18121765.00,
FAS Value,9010,APPARATUS AND EQUIPMENT FOR PHOTOGRAPHIC LABORATORIES NESOI; NEGATOSCOPES; PROJECTION SCREENS; PARTS AND ACCESSORIES THEREOF,65026298.00,
FAS Value,9011,"COMPOUND OPTICAL MICROSCOPES, INCLUDING THOSE FOR PHOTOMICROGRAPHY, CINEPHOTOMICROGRAPHY OR MICROPROJECTION; PARTS AND ACCESSORIES THEREOF",288944340.00,
FAS Value,9012,MICROSCOPES OTHER THAN OPTICAL MICROSCOPES; DIFFRACTION APPARATUS; PARTS AND ACCESSORIES THEREOF,396632613.00,
FAS Value,9013,"LIQUID CRYSTAL DEVICES NESOI; LASERS, OTHER THAN LASER DIODES; OPTICAL APPLIANCES AND INSTRUMENTS NESOI; PARTS AND ACCESSORIES THEREOF",3577098775.00,
FAS Value,9014,DIRECTION FINDING COMPASSES; OTHER NAVIGATIONAL INSTRUMENTS AND APPLIANCES; PARTS AND ACCESSORIES THEREOF,1222861192.00,
FAS Value,9015,"SURVEYING, HYDROGRAPHIC, OCEANOGRAPHIC, HYDROLOGICAL, METEOROLOGICAL OR GEOPHYSICAL INSTRUMENTS ETC. NESOI; RANGEFINDERS; PARTS AND ACCESSORIES",1740157514.00,
FAS Value,9016,"BALANCES OF A SENSITIVITY OF 5 CG OR BETTER, WITH OR WITHOUT WEIGHTS; PARTS AND ACCESSORIES THEREOF",25192827.00,
FAS Value,9017,"DRAWING, MARKING-OUT OR MATHEMATICAL CALCULATING INSTRUMENTS; HAND INSTRUMENTS FOR MEASURING LENGTH, NESOI; PARTS AND ACCESSORIES THEREOF",320407258.00,
FAS Value,9018,"INSTRUMENTS AND APPLIANCES USED IN MEDICAL, SURGICAL, DENTAL OR VETERINARY SCIENCES (INCLUDING ELECTRO-MEDICAL AND SIGHT-TESTING); PARTS ETC. THEREOF",36806601554.00,
FAS Value,9019,"MECHANO-THERAPY, MASSAGE, PSYCHOLOGICAL APTITUDE-TESTING APPLIANCES AND APPARATUS; OZONE ETC. THERAPY AND RESPIRATION APPARATUS; PARTS AND ACCESSORIES",1583379154.00,
FAS Value,9020,BREATHING APPLIANCES NESOI AND GAS MASKS HAVING MECHANICAL PARTS AND/OR REPLACEABLE FILTERS; PARTS AND ACCESSORIES THEREOF,592372439.00,
FAS Value,9021,ORTHOPEDIC APPLIANCES; SPLINTS ETC.; ARTIFICIAL PARTS OF THE BODY; HEARING AIDS AND OTHER APPLIANCES TO COMPENSATE FOR A DEFECT ETC.; PARTS ETC.,12979845238.00,
FAS Value,9022,"X-RAY ETC. APPARATUS, INCLUDING RADIOGRAPHY OR RADIOTHERAPY APPARATUS, X-RAY TUBES AND GENERATORS, HIGH TENSION GENERATORS ETC.; PARTS AND ACCESSORIES",4325941074.00,
FAS Value,9023,"INSTRUMENTS, APPARATUS AND MODELS, DESIGNED FOR DEMONSTRATIONAL PURPOSES, UNSUITABLE FOR OTHER USES, AND PARTS AND ACCESSORIES THEREOF",619692193.00,
FAS Value,9024,"MACHINES AND APPLIANCES FOR TESTING THE MECHANICAL PROPERTIES OF MATERIALS (HARDNESS, STRENGTH ETC. OF METAL, WOOD, PAPER ETC.); PARTS AND ACCESSORIES",693679273.00,
FAS Value,9025,"HYDROMETERS, THERMOMETERS, PYROMETERS, BAROMETERS, HYGROMETERS AND PSYCHROMETERS ETC.; PARTS AND ACCESSORIES THEREOF",1046614587.00,
FAS Value,9026,"INSTRUMENTS AND APPARATUS FOR MEASURING OR CHECKING THE FLOW, LEVEL, PRESSURE OR OTHER VARIABLES OF LIQUIDS OR GASES, NESOI; PARTS AND ACCESSORIES",4344825159.00,
FAS Value,9027,"INSTRUMENTS AND APPARATUS FOR PHYSICAL OR CHEMICAL ANALYSIS, INCLUDING CHECKING VISCOSITY, EXPANSION, HEAT, SOUND, LIGHT ETC.; MICROTOMES; PARTS ETC.",10701994557.00,
FAS Value,9028,"GAS, LIQUID OR ELECTRICITY SUPPLY OR PRODUCTION METERS, INCLUDING CALIBRATING METERS THEREFOR; PARTS AND ACCESSORIES THEREOF",766491549.00,
FAS Value,9029,"REVOLUTION AND PRODUCTION COUNTERS, TAXIMETERS ETC.; SPEEDOMETERS AND TACHOMETERS NESOI; STROBOSCOPES; PARTS AND ACCESSORIES THEREOF",498594905.00,
FAS Value,9030,"OSCILLOSCOPES, SPECTRUM ANALYZERS ETC. FOR MEASURING ETC. ELECTRICAL QUANTITIES, NESOI; DEVICES FOR MEASURING ETC. IONIZING RADIATIONS; PARTS ETC.",5680047131.00,
FAS Value,9031,"MEASURING OR CHECKING INSTRUMENTS, APPLIANCES AND MACHINES, NESOI; PROFILE PROJECTORS; PARTS AND ACCESSORIES THEREOF",8181928503.00,
FAS Value,9032,AUTOMATIC REGULATING OR CONTROLLING INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF,3357071977.00,
FAS Value,9033,"PARTS AND ACCESSORIES (NOT SPECIFIED OR INCLUDED ELSEWHERE IN THIS CHAPTER) FOR MACHINES, APPLIANCES, INSTRUMENTS OR APPARATUS OF CHAPTER 90",598845964.00,
FAS Value,9101,"WATCHES, WRIST, POCKET AND OTHER, INCLUDING STOP WATCHES, WITH CASE OF PRECIOUS METAL OR OF METAL CLAD WITH PRECIOUS METAL",878211389.00,
FAS Value,9102,"WATCHES, WRIST, POCKET AND OTHER, INCLUDING STOP WATCHES, WITH CASE NEITHER OF PRECIOUS METAL NOR OF METAL CLAD WITH PRECIOUS METAL",734090338.00,
FAS Value,9103,"CLOCKS WITH WATCH MOVEMENTS, EXCLUDING INSTRUMENT PANEL AND SIMILAR CLOCKS FOR VEHICLES, AIRCRAFT, SPACECRAFT OR VESSELS",2279632.00,
FAS Value,9104,"INSTRUMENT PANEL CLOCKS AND CLOCKS OF A SIMILAR TYPE FOR VEHICLES, AIRCRAFT, SPACECRAFT OR VESSELS",5165327.00,
FAS Value,9105,"CLOCKS, ALARM, WALL AND OTHER WITH CLOCK MOVEMENTS (OTHER THAN INSTRUMENT PANEL OR SIMILAR CLOCKS FOR VEHICLES ETC.)",16844467.00,
FAS Value,9106,"TIME OF DAY RECORDING APPARATUS AND APPARATUS FOR MEASURING, RECORDING OR INDICATING INTERVALS OF TIME, WITH CLOCK ETC. MOVEMENT OR SYNCHRONOUS MOTOR",23138886.00,
FAS Value,9107,TIME SWITCHES WITH CLOCK OR WATCH MOVEMENT OR WITH SYNCHRONOUS MOTOR,18464286.00,
FAS Value,9108,"WATCH MOVEMENTS, COMPLETE AND ASSEMBLED",17520512.00,
FAS Value,9109,"CLOCK MOVEMENTS, COMPLETE AND ASSEMBLED",1098389.00,
FAS Value,9110,"COMPLETE WATCH OR CLOCK MOVEMENTS, UNASSEMBLED OR PARTLY ASSEMBLED; INCOMPLETE WATCH OR CLOCK MOVEMENTS, ASSEMBLED; ROUGH WATCH OR CLOCK MOVEMENTS",7101069.00,
FAS Value,9111,WATCH CASES AND PARTS THEREOF,3647622.00,
FAS Value,9112,"CLOCK CASES AND CASES OF A SIMILAR TYPE FOR OTHER GOODS (TIMING DEVICES) OF THIS CHAPTER, AND PARTS THEREOF",294693.00,
FAS Value,9113,"WATCH STRAPS, WATCH BANDS AND WATCH BRACELETS, AND PARTS THEREOF",21877680.00,
FAS Value,9114,"CLOCK OR WATCH PARTS, NESOI",12099319.00,
FAS Value,9201,"PIANOS, HARPSICHORDS AND OTHER KEYBOARD STRINGED INSTRUMENTS",26122998.00,
FAS Value,9202,"STRING MUSICAL INSTRUMENTS, NESOI, INCLUDING GUITARS, VIOLINS AND HARPS",162403152.00,
FAS Value,9205,"WIND MUSICAL INSTRUMENTS, NESOI, INCLUDING CLARINETS, TRUMPETS AND BAGPIPES",38485047.00,
FAS Value,9206,"PERCUSSION MUSICAL INSTRUMENTS (FOR EXAMPLE, DRUMS, XYLOPHONES, CYMBALS, CASTANETS, MARACAS)",61676796.00,
FAS Value,9207,"MUSICAL INSTRUMENTS, THE SOUND OF WHICH IS PRODUCED, OR MUST BE AMPLIFIED, ELECTRICALLY (INCLUDING ORGANS, GUITARS AND ACCORDIANS)",318278929.00,
FAS Value,9208,"MUSICAL BOXES, FAIRGROUND ORGANS, MECHANICAL SINGING BIRDS, OTHER MUSICAL INSTRUMENTS NESOI; DECOY CALLS; WHISTLES; OTHER MOUTH-BLOWN SIGNAL DEVICES",14273113.00,
FAS Value,9209,"PARTS AND ACCESSORIES OF MUSICAL INSTRUMENTS; METRONOMES, TUNING FORKS AND PITCH PIPES",239472170.00,
FAS Value,9301,"MILITARY WEAPONS, OTHER THAN REVOLVERS, PISTOLS, AND THE ARMS OF HEADING 9307",589591023.00,
FAS Value,9302,"REVOLVERS AND PISTOLS, DESIGNED TO FIRE LIVE AMMUNITION",146787689.00,
FAS Value,9303,"SPORTING SHOTGUNS AND RIFLES, MUZZLE LOADING FIREARMS, VERY PISTOLS AND SIMILAR DEVICES, PISTOLS AND REVOLVERS FIRING BLANK AMMUNITION, ETC.",171341009.00,
FAS Value,9304,"ARMS NESOI (INCLUDING SPRING, AIR OR GAS GUNS AND PISTOLS, BUT EXCLUDING SWORDS, BAYONETS AND SIMILAR ARMS)",88571766.00,
FAS Value,9305,"PARTS AND ACCESSORIES OF ARMS (MILITARY WEAPONS, PISTOLS, REVOLVERS, SHOTGUNS, RIFLES ETC.) OF HEADINGS 9301 TO 9304",629495626.00,
FAS Value,9306,"BOMBS, GRENADES, TORPEDOES AND SIMILAR MUNITIONS OF WAR AND PARTS THEREOF; CARTRIDGES AND OTHER AMMUNITION AND PROJECTILES AND PARTS THEREOF",4718845643.00,
FAS Value,9307,"SWORDS, CUTLASSES, BAYONETS, LANCES AND SIMILAR ARMS AND PARTS THEREOF AND SCABBARDS AND SHEATHS THEREFOR",5444163.00,
FAS Value,9401,"SEATS (OTHER THAN BARBER, DENTAL AND SIMILAR CHAIRS), WHETHER OR NOT CONVERTIBLE INTO BEDS, AND PARTS THEREOF",3627930601.00,
FAS Value,9402,"MEDICAL, SURGICAL, DENTAL OR VETERINARY FURNITURE; BARBERS' AND SIMILAR CHAIRS HAVING ROTATING, RECLINING AND ELEVATING MOVEMENTS; PARTS THEREOF",719675766.00,
FAS Value,9403,"FURNITURE, NESOI (OTHER THAN SEATS, MEDICAL, SURGICAL, DENTAL OR VETERINARY FURNITURE) AND PARTS THEREOF",2781550201.00,
FAS Value,9404,MATTRESS SUPPORTS; ARTICLES OF BEDDING AND SIMILAR FURNISHINGS WITH SPRINGS OR STUFFED OR INTERNALLY FITTED WITH MATERIAL OR OF RUBBER OR PLASTICS,425761801.00,
FAS Value,9405,LAMPS AND LIGHTING FITTINGS AND PARTS THEREOF NESOI; ILLUMINATED SIGNS ETC. WITH A FIXED LIGHT SOURCE AND PARTS THEREOF NESOI,1535173240.00,
