"","Data.Type","HTS.Number","Description","X2024","parent"
"1019","FAS Value",8465,"MACHINE TOOLS FOR WORKING WOOD, CORK, BONE, HARD RUBBER, HARD PLASTICS OR SIMILAR HARD MATERIALS (INCLUDING MACHINES FOR NAILING, STAPLING ETC.)",273687590,84
"1020","FAS Value",8466,"PARTS AND ACCESSORIES FOR USE WITH MACHINE TOOLS OF HEADINGS 8456 TO 8465, INCLUDING WORK OR TOOL HOLDERS AND OTHER SPECIAL ATTACHMENTS",2281121549,84
"1021","FAS Value",8467,"TOOLS FOR WORKING IN THE HAND, PNEUMATIC, HYDRAULIC OR WITH SELF-CONTAINED ELECTRIC OR NONELECTRIC MOTOR, AND PARTS THEREOF",1531465334,84
"1022","FAS Value",8468,"MACHINERY AND APPARATUS FOR SOLDERING, BRAZING OR WELDING, NONELECTRIC; GAS-OPERATED SURFACE TEMPERING MACHINES AND APPLIANCES; PARTS THEREOF",76562193,84
"1023","FAS Value",8470,"CALCULATING MACHINES (INCL POCKET-SIZE DATA TYPE); ACCOUNTING, POSTAGE-FRANKING & TICKET-ISSUING & LIKE MACH WITH CALCULATING DEVICE; CASH REGISTERS",395135189,84
"1024","FAS Value",8471,"AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING AND PROCESSING CODED DATA, NESOI",40096673695,84
"1025","FAS Value",8472,"OFFICE MACHINES NESOI (INCLUDING DUPLICATING MACHINES, ADDRESSING MACHINES, BANKNOTE DISPENSERS, COIN-SORTING, COIN-COUNTING OR WRAPPING MACHINES)",314513395,84
"1026","FAS Value",8473,"PARTS AND ACCESSORIES NESOI FOR TYPEWRITERS AND OTHER OFFICE MACHINES OF HEADINGS 8469 TO 8472",24007271563,84
"1027","FAS Value",8474,"MACHINERY FOR SORTING, GRINDING ETC. MINERALS; MACHINERY FOR AGGLOMERATING ETC. MINERAL PRODUCTS AND FOR FORMING FOUNDRY MOLDS OF SAND; PARTS THEREOF",1191463241,84
"1028","FAS Value",8475,"MACHINES FOR ASSEMBLING ELECTRIC LAMPS, TUBES OR FLASHBULBS, IN GLASS ENVELOPES; MACHINES FOR MAKING OR HOT WORKING GLASS OR GLASSWARE; PARTS THEREOF",308436141,84
"1029","FAS Value",8476,"AUTOMATIC GOODS VENDING MACHINES, INCLUDING CIGARETTE, FOOD OR BEVERAGE AND MONEY-CHANGING MACHINES; PARTS THEREOF",94280234,84
"1030","FAS Value",8477,"MACHINERY FOR WORKING RUBBER OR PLASTICS OR FOR THE MANUFACTURE OF PRODUCTS THEREFROM, NESOI; PARTS THEREOF",1393459779,84
"1031","FAS Value",8478,"MACHINERY FOR PREPARING OR MAKING UP TOBACCO, NESOI; PARTS THEREOF",56313048,84
"1032","FAS Value",8479,"MACHINES AND MECHANICAL APPLIANCES HAVING INDIVIDUAL FUNCTIONS, NESOI; PARTS THEREOF",8394432640,84
"1033","FAS Value",8480,"MOLDING BOXES FOR METAL FOUNDRY; MOLD BASES; MOLDING PATTERNS; MOLDS FOR METALS, NESOI, METAL CARBIDES, GLASS, MINERAL MATERIALS, RUBBER OR PLASTICS",868012051,84
"1034","FAS Value",8481,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIPES, BOILER SHELLS, TANKS, VATS OR THE LIKE; PARTS THEREOF",14116806715,84
"1035","FAS Value",8482,"BALL OR ROLLER BEARINGS, AND PARTS THEREOF",2726254497,84
"1036","FAS Value",8483,"TRANSMISSION SHAFTS AND CRANKS; BEARING HOUSINGS, HOUSED BEARINGS ETC.; GEARS AND GEARING; BALL & ROLLER SCREWS; CLUTCHES, ETC.; AND PARTS",8895615836,84
"1037","FAS Value",8484,"GASKETS AND LIKE JOINTS OF METAL SHEET COMBINED WITH OTHER MATERIAL OR METAL LAYERS; ASSORTMENTS OF GASKETS AND LIKE JOINTS, MECHANICAL SEALS, ETC.",1692254833,84
"1038","FAS Value",8485,"MACHINERY PARTS, NOT CONTAINING ELECTRICAL CONNECTORS, INSULATORS, COILS, CONTACTS OR OTHER ELECTRICAL FEATURES, NESOI",203912869,84
"1039","FAS Value",8486,"MACHINES AND APPS USED SOLEY FOR MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, ETC.; MACHINES AND APPARATUS SPECIFIED IN NOTE 9(C) CH 84; PARTS",19715062413,84
"1040","FAS Value",8487,"MACHINERY PARTS, NOT CONT. ELECTRICAL CONNECTORS, INSULATORS, COILS, CONTACTS, ETC. NESOI",968510727,84
"1041","FAS Value",8501,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS)",5168626786,85
"1042","FAS Value",8502,"ELECTRIC GENERATING SETS AND ROTARY CONVERTERS",2308036088,85
"1043","FAS Value",8503,"PARTS OF ELECTRIC MOTORS, GENERATORS, GENERATING SETS AND ROTAARY CONVERTERS",1282364571,85
"1044","FAS Value",8504,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS OR INDUCTORS; POWER SUPPLIES FOR ADP MACHINES OR UNITS; PARTS THEREOF",8085472442,85
"1045","FAS Value",8505,"ELECTROMAGNETS; PERMANENT MAGNETS AND ARTICLES TO BE PERMANENT AFTER MAGNETIZATION; ELECTROMAGNETIC OR PERMANENT MAGNET CHUCKS, BRAKES ETC.; PARTS",544749652,85
"1046","FAS Value",8506,"PRIMARY CELLS AND PRIMARY BATTERIES; PARTS THEREOF",920526246,85
"1047","FAS Value",8507,"ELECTRIC STORAGE BATTERIES, INCLUDING SEPARATORS THEREFOR; PARTS THEREOF",8784462911,85
"1048","FAS Value",8508,"VACUUM CLEANERS; PARTS THEREOF",329577936,85
"1049","FAS Value",8509,"ELECTROMECHANICAL DOMESTIC APPLIANCES, WITH SELF-CONTAINED ELECTRIC MOTOR; PARTS THEREOF",757018685,85
"1050","FAS Value",8510,"ELECTRIC SHAVERS AND HAIR CLIPPERS AND HAIR-REMOVING APPLIANCES, WITH SELF-CONTAINED ELECTRIC MOTOR; PARTS THEREOF",175637450,85
"1051","FAS Value",8511,"ELECTRICAL IGNITION OR STARTING EQUIPMENT USED FOR SPARK-IGNITION OR COMPRESSION-IGNITION INTERNAL COMBUSTION ENGINES; GENERATORS ETC. THEREFOR; PARTS",2354412503,85
"1052","FAS Value",8512,"ELECTRICAL LIGHTING OR SIGNALING EQUIPMENT NESOI, WINDSHIELD WIPERS, DEFROSTERS AND DEMISTERS USED FOR CYCLES OR MOTOR VEHICLES; PARTS THEREOF",2389751863,85
"1053","FAS Value",8513,"PORTABLE ELECTRIC LAMPS DESIGNED TO FUNCTION ON OWN ENERGY SOURCE (DRY BATTERIES, STORAGE BATTERIES, MAGNETOS), EXCEPT FOR MOTOR VEHICLES ETC.; PARTS",157893356,85
"1054","FAS Value",8514,"INDUSTRIAL OR LABORATORY ELECTRIC FURNACES AND OVENS; OTHER INDUSTRIAL OR LABORATORY INDUCTION OR DIELECTRIC HEATING EQUIPMENT; PARTS THEREOF",809959682,85
"1055","FAS Value",8515,"ELECTRIC LASER, OTHER LIGHT OR PHOTON BEAM, ETC. APPARATUS, FOR SOLDERING OR WELDING ETC.; ELECTRIC MACHINES FOR HOT SPRAYING OF METALS; PARTS THEREOF",1195135838,85
"1056","FAS Value",8516,"ELECTRIC WATER HEATERS ETC., SPACE AND SOIL HEATING APPARATUS; ELECTROTHERMIC HAIR APPARATUS (CURLERS ETC.), HAND-DRYERS, FLATIRONS ETC.; PARTS",1845945134,85
"1057","FAS Value",8517,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING SUCH APPARATUS FOR CARRIER-CURRENT OR DIGITAL LINE SYSTEMS; PARTS THEREOF",39021346559,85
"1058","FAS Value",8518,"MICROPHONES AND STANDS THEREFOR; LOUDSPEAKERS; HEADPHONES, EARPHONES ETC.; AUDIO-FREQUENCY ELECTRIC AMPLIFIERS; ELECTRIC SOUND AMPLIFIER SETS; PARTS",3558193954,85
"1059","FAS Value",8519,"TURNTABLES, RECORD PLAYERS, CASSETTE PLAYERS AND OTHER SOUND REPRODUCING APPARATUS, NOT INCORPORATING A SOUND RECORDING DEVICE",212364385,85
"1060","FAS Value",8521,"VIDEO RECORDING OR REPRODUCING APPARATUS, WHETHER OR NOT INCORPORATING A VIDEO TUNER",201370481,85
"1061","FAS Value",8522,"PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE APPARATUS OF HEADINGS 8519 OR 8521",162750740,85
"1062","FAS Value",8523,"PREPARED UNRECORDED MEDIA (OTHER THAN MOTION-PICTURE FILM) FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA",8876243524,85
"1063","FAS Value",8524,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS",384860639,85
"1064","FAS Value",8525,"TRANSMISSION APPARATUS FOR RADIOTELEPHONY, RADIOTELEGRAPHY, RADIOBROADCASTING OR TV; TV CAMERAS; STILL IMAGE VIDEO CAMERAS AND RECRDRS;DIGITAL CAMERAS",3592318010,85
"1065","FAS Value",8526,"RADAR APPARATUS, RADIO NAVIGATIONAL AID APPARATUS AND RADIO REMOTE CONTROL APPARATUS",2446719867,85
"1066","FAS Value",8527,"RECEPTION APPARATUS FOR RADIOTELEPHONY, RADIOTELEGRAPHY OR RADIOBROADCASTING, WHETHER OR NOT COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS",1045984764,85
"1067","FAS Value",8528,"TELEVISION RECEIVERS, INCLUDING VIDEO MONITORS AND VIDEO PROJECTORS",2261849735,85
"1068","FAS Value",8529,"PARTS FOR TELEVISION, RADIO AND RADAR APPARATUS (OF HEADINGS 8525 TO 8528)",2836123268,85
"1069","FAS Value",8530,"ELECTRICAL SIGNALING, SAFETY OR TRAFFIC CONTROL EQUIPMENT FOR RAILWAYS, ROADS, INLAND WATERWAYS, PARKING FACILITIES ETC.; PARTS THEREOF",249867658,85
"1070","FAS Value",8531,"ELECTRIC SOUND OR VISUAL SIGNALING APPARATUS (BELLS, SIRENS, BURGLAR OR FIRE ALARMS ETC.), NESOI; AND PARTS THEREOF",2062695649,85
"1071","FAS Value",8532,"ELECTRICAL CAPACITORS, FIXED, VARIABLE OR ADJUSTABLE (PRE-SET); PARTS THEREOF",1902452927,85
"1072","FAS Value",8533,"ELECTRICAL RESISTORS (INCLUDING RHEOSTATS AND POTENTIOMETERS), OTHER THAN HEATING RESISTORS; PARTS THEREOF",1048033002,85
"1073","FAS Value",8534,"PRINTED CIRCUITS",1081739163,85
"1074","FAS Value",8535,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS, VOLTAGE OVER 1,000 V",1201139044,85
"1075","FAS Value",8536,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS, VOLTAGE NOT OVER 1,000 V",12374433465,85
"1076","FAS Value",8537,"BOARDS, PANELS ETC. WITH TWO OR MORE APPAR FOR SWITCHING ETC. ELEC CIRCUITS (HEADING 8535, 8536) OR OPTICAL ETC. INSTRUMENT OF CHAPTER 90; N/C APPAR",8124399458,85
"1077","FAS Value",8538,"PARTS FOR ELECTRICAL APPARATUS FOR SWITCHING ETC. ELECTRIC CIRCUITS (OF HEADING 8535 OR 8536) AND PANELS, BOARDS, CONSOLES ETC. (OF HEADING 8537)",4824973929,85
"1078","FAS Value",8539,"ELECTRIC FILAMENT OR DISCHARGE LAMPS, INCLUDING SEALED BEAM LAMP UNITS AND ULTRAVIOLET OR INFRARED LAMPS; ARC LAMPS; PARTS THEREOF",655712723,85
"1079","FAS Value",8540,"THERMIONIC, COLD CATHODE OR PHOTOCATHODE TUBES (VACUUM, VAPOR OR GAS FILLED TUBES, CATHODE-RAY TUBES, TELEVISION CAMERA TUBES ETC.); PARTS THEREOF",468873052,85
"1080","FAS Value",8541,"DIODES, TRANSISTORS AND SIMILAR DEVICES; PHOTOSENSITIVE SEMICONDUCTOR DEVICES; LIGHT-EMITTING DIODES; MOUNTED PIEZOELECTRIC CRYSTALS; PARTS THEREOF",6912867779,85
"1081","FAS Value",8542,"ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES; PARTS THEREOF",50634521686,85
"1082","FAS Value",8543,"ELECTRICAL MACHINES AND APPARATUS, HAVING INDIVIDUAL FUNCTIONS, NESOI; PARTS THEREOF",5934241572,85
"1083","FAS Value",8544,"INSULATED WIRE, CABLE AND OTHER INSULATED ELECTRICAL CONDUCTORS; OPTICAL FIBER CABLES, OF INDIVIDUALLY SHEATHED FIBERS, WITH CONDUCTORS ETC. OR NOT",12564328543,85
"1084","FAS Value",8545,"CARBON ELECTRODES, CARBON BRUSHES, LAMP CARBONS, BATTERY CARBONS AND OTHER ARTICLES OF GRAPHITE OR OTHER CARBON USED FOR ELECTRICAL PURPOSES",317652175,85
"1085","FAS Value",8546,"ELECTRICAL INSULATORS OF ANY MATERIAL",210759377,85
"1086","FAS Value",8547,"INSULATING FITTINGS FOR ELECTRICAL MACHINES ETC., PRIMARILY OF INSULATING MATERIALS; CONDUIT TUBING  ETC. OF BASE METAL LINED WITH INSULATING MATERIAL",491981366,85
"1087","FAS Value",8548,"WASTE & SCRAP OF PRIMARY CELLS AND BATTERIES; SPENT PRIMARY CELLS AND BATTERIES; ELECTRICAL PARTS OF MACHINERY OR APPARATUS, NESOI",238026393,85
"1088","FAS Value",8549,"ELECTRICAL AND ELECTRONIC WASTE AND SCRAP",911981505,85
"1089","FAS Value",8601,"RAIL LOCOMOTIVES POWERED FROM AN EXTERNAL SOURCE OF ELECTRICITY OR BY ELECTRIC ACCUMULATORS (BATTERIES)",3430736,86
"1090","FAS Value",8602,"RAIL LOCOMOTIVES, OTHER THAN ELECTRIC, NESOI; LOCOMOTIVE TENDERS",499819645,86
"1091","FAS Value",8603,"SELF-PROPELLED RAILWAY OR TRAMWAY COACHES, VANS AND TRUCKS, NESOI",22427606,86
"1092","FAS Value",8604,"RAILWAY OR TRAMWAY MAINTENANCE OR SERVICE VEHICLES, WHETHER OR NOT SELF-PROPELLED (FOR EXAMPLE, WORKSHOPS, CRANES, BALLAST TAMPERS, TRACKLINERS, ETC.)",174751301,86
"1093","FAS Value",8605,"RAILWAY OR TRAMWAY PASSENGER COACHES, LUGGAGE VANS, POST OFFICE COACHES AND OTHER SPECIAL PURPOSE RAIL OR TRAMWAY COACHES, NOT SELF-PROPELLED, NESOI",254869648,86
"1094","FAS Value",8606,"RAILWAY OR TRAMWAY FREIGHT CARS, NOT SELF-PROPELLED",541159400,86
"1095","FAS Value",8607,"PARTS OF RAILWAY OR TRAMWAY LOCOMOTIVES OR ROLLING STOCK",1436460083,86
"1096","FAS Value",8608,"RAIL TRACK FIXTURES; MECHANICAL SIGNALING, SAFETY OR TRAFFIC CONTROL EQUIPMENT FOR RAIL, ROAD, WATERWAY, PARKING, AIRFIELD ETC. AREAS; PARTS THEREOF",88147212,86
"1097","FAS Value",8609,"CONTAINERS (INCLUDING CONTAINERS FOR THE TRANSPORT OF FLUIDS) SPECIALLY DESIGNED AND EQUIPPED FOR CARRIAGE BY ONE OR MORE MODES OF TRANSPORT",595718734,86
"1098","FAS Value",8701,"TRACTORS (OTHER THAN WORKS TRUCKS OF HEADING 8709)",6591854246,87
"1099","FAS Value",8702,"MOTOR VEHICLES FOR THE TRANSPORT OF TEN OR MORE PERSONS, INCLUDING THE DRIVER",1000375970,87
"1100","FAS Value",8703,"MOTOR CARS AND OTHER MOTOR VEHICLES DESIGNED TO TRANSPORT PEOPLE (OTHER THAN PUBLIC-TRANSPORT TYPE), INCLUDING STATION WAGONS AND RACING CARS",59195338633,87
"1101","FAS Value",8704,"MOTOR VEHICLES FOR THE TRANSPORT OF GOODS",21175935461,87
"1102","FAS Value",8705,"SPECIAL PURPOSE MOTOR VEHICLES, NESOI, INCLUDING WRECKERS, MOBILE CRANES, FIRE FIGHTING VEHICLES, CONCRETE MIXERS, MOBILE WORKSHOPS, ETC.",2286927496,87
"1103","FAS Value",8706,"CHASSIS FITTED WITH ENGINES FOR TRACTORS, MOTOR VEHICLES FOR PASSENGERS, GOODS TRANSPORT VEHICLES AND SPECIAL PURPOSE MOTOR VEHICLES",58129534,87
"1104","FAS Value",8707,"BODIES (INCLUDING CABS), FOR TRACTORS, PUBLIC-TRANSPORT PASSENGER VEHICLES, MOTOR CARS, GOODS TRANSPORT VEHICLES AND SPECIAL PURPOSE MOTOR VEHICLES",317049354,87
"1105","FAS Value",8708,"PARTS AND ACCESSORIES FOR TRACTORS, PUBLIC-TRANSPORT PASSENGER VEHICLES, MOTOR CARS, GOODS TRANSPORT MOTOR VEHICLES AND SPECIAL PURPOSE MOTOR VEHICLES",45082655425,87
"1106","FAS Value",8709,"WORKS TRUCKS, SELF-PROPELLED, NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT; TRACTORS USED ON RAILWAY STATION PLATFORMS; PARTS THEREOF",398120967,87
"1107","FAS Value",8710,"TANKS AND OTHER ARMORED FIGHTING VEHICLES, MOTORIZED, WHETHER OR NOT FITTED WITH WEAPONS, AND PARTS OF SUCH VEHICLES",1941801604,87
"1108","FAS Value",8711,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDECARS; SIDECARS",714764857,87
"1109","FAS Value",8712,"BICYCLES AND OTHER CYCLES (INCLUDING DELIVERY TRICYCLES), NOT MOTORIZED",115580339,87
"1110","FAS Value",8713,"CARRIAGES FOR DISABLED PERSONS, WHETHER OR NOT MOTORIZED OR OTHERWISE MECHANICALLY PROPELLED",84972811,87
"1111","FAS Value",8714,"PARTS AND ACCESSORIES FOR MOTORCYCLES, BICYCLES AND OTHER CYCLES, INCLUDING PARTS AND ACCESSORIES FOR DELIVERY TRICYCLES AND INVALID CARRIAGES",661064450,87
"1112","FAS Value",8715,"BABY CARRIAGES (INCLUDING STROLLERS) AND PARTS THEREOF",21106719,87
"1113","FAS Value",8716,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; AND PARTS THEREOF",4119875613,87
"1114","FAS Value",8800,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",123307033269,88
"1115","FAS Value",8801,"BALLOONS AND DIRIGIBLES; GLIDERS, HANG GLIDERS AND OTHER NON-POWERED AIRCRAFT",8077202,88
"1116","FAS Value",8802,"AIRCRAFT, POWERED (FOR EXAMPLE, HELICOPTERS, AIRPLANES); SPACECRAFT (INCLUDING SATELLITES) AND SPACECRAFT LAUNCH VEHICLES",2923593246,88
"1117","FAS Value",8804,"PARACHUTES (INCLUDING DIRIGIBLE PARACHUTES) AND ROTOCHUTES; PARTS AND ACCESSORIES THERETO",179003143,88
"1118","FAS Value",8805,"AIRCRAFT LAUNCHING GEAR; DECK-ARRESTOR OR SIMILAR GEAR; GROUND FLYING TRAINERS; PARTS THEREOF",238894374,88
"1119","FAS Value",8806,"UNMANNED AIRCRAFT",308752450,88
"1120","FAS Value",8807,"PARTS OF GOODS OF HEADING 8801, 8802 OR 8806",7271706889,88
"1121","FAS Value",8901,"VESSELS FOR THE TRANSPORT OF PERSONS OR GOODS, INCLUDING CRUISE SHIPS, EXCURSION BOATS, FERRY BOATS, CARGO SHIPS AND BARGES",42483133,89
"1122","FAS Value",8902,"FISHING VESSELS; FACTORY SHIPS AND OTHER VESSELS FOR PROCESSING OR PRESERVING FISHERY PRODUCTS",1181091,89
"1123","FAS Value",8903,"YACHTS AND OTHER VESSELS FOR PLEASURE OR SPORTS; ROW BOATS AND CANOES",2033817267,89
"1124","FAS Value",8904,"TUGS AND PUSHER CRAFT VESSELS",4077442,89
"1125","FAS Value",8905,"LIGHT-VESSELS, FIRE-FLOATS, DREDGERS, FLOATING CRANES ETC.; FLOATING DOCKS; FLOATING OR SUBMERSIBLE DRILLING OR PRODUCTION PLATFORMS",53478037,89
"1126","FAS Value",8906,"VESSELS NESOI, INCLUDING WARSHIPS AND LIFEBOATS OTHER THAN ROW BOATS",244376407,89
"1127","FAS Value",8907,"FLOATING STRUCTURES NESOI (INCLUDING RAFTS, TANKS, COFFERDAMS, LANDING STAGES, BUOYS AND BEACONS)",193403474,89
"1128","FAS Value",8908,"VESSELS AND FLOATING STRUCTURES FOR BREAKING UP (SCRAPPING)",34033,89
"1129","FAS Value",9001,"OPTICAL FIBERS AND OPTICAL FIBER BUNDLES; OPTICAL FIBER CABLES NESOI; SHEETS AND PLATES OF POLARIZING MATERIAL; OPTICAL ELEMENTS, UNMOUNTED",3295596182,90
"1130","FAS Value",9002,"OPTICAL ELEMENTS (INCLUDING LENSES, PRISMS AND MIRRORS), MOUNTED, EXCLUDING ELEMENTS OF GLASS NOT OPTICALLY WORKED; PARTS AND ACCESSORIES THEREOF",743864538,90
"1131","FAS Value",9003,"FRAMES AND MOUNTINGS FOR SPECTACLES, GOGGLES OR THE LIKE, AND PARTS THEREOF",345784056,90
"1132","FAS Value",9004,"SPECTACLES, GOGGLES AND THE LIKE, CORRECTIVE, PROTECTIVE OR OTHER",840648083,90
"1133","FAS Value",9005,"BINOCULARS, MONOCULARS, OTHER OPTICAL TELESCOPES OR ASTRONOMICAL INSTRUMENTS, EXCEPT FOR RADIO-ASTRONOMY; PARTS AND ACCESSORIES, INCLUDING MOUNTINGS",313635292,90
"1134","FAS Value",9006,"PHOTOGRAPHIC (OTHER THAN CINEMATOGRAPHIC) CAMERAS; PHOTOGRAPHIC FLASHLIGHT APPARATUS AND FLASHBULBS (EXCEPT DISCHARGE LAMPS); PARTS AND ACCESSORIES",232429970,90
"1135","FAS Value",9007,"CINEMATOGRAPHIC CAMERAS AND PROJECTORS (WITH OR WITHOUT SOUND RECORDING OR REPRODUCING APPARATUS); PARTS AND ACCESSORIES THEREOF",90624924,90
"1136","FAS Value",9008,"IMAGE PROJECTORS, PHOTOGRAPHIC ENLARGERS AND REDUCERS, OTHER THAN CINEMATOGRAPHIC; PARTS AND ACCESSORIES THEREOF",18121765,90
"1137","FAS Value",9010,"APPARATUS AND EQUIPMENT FOR PHOTOGRAPHIC LABORATORIES NESOI; NEGATOSCOPES; PROJECTION SCREENS; PARTS AND ACCESSORIES THEREOF",65026298,90
"1138","FAS Value",9011,"COMPOUND OPTICAL MICROSCOPES, INCLUDING THOSE FOR PHOTOMICROGRAPHY, CINEPHOTOMICROGRAPHY OR MICROPROJECTION; PARTS AND ACCESSORIES THEREOF",288944340,90
"1139","FAS Value",9012,"MICROSCOPES OTHER THAN OPTICAL MICROSCOPES; DIFFRACTION APPARATUS; PARTS AND ACCESSORIES THEREOF",396632613,90
"1140","FAS Value",9013,"LIQUID CRYSTAL DEVICES NESOI; LASERS, OTHER THAN LASER DIODES; OPTICAL APPLIANCES AND INSTRUMENTS NESOI; PARTS AND ACCESSORIES THEREOF",3577098775,90
"1141","FAS Value",9014,"DIRECTION FINDING COMPASSES; OTHER NAVIGATIONAL INSTRUMENTS AND APPLIANCES; PARTS AND ACCESSORIES THEREOF",1222861192,90
"1142","FAS Value",9015,"SURVEYING, HYDROGRAPHIC, OCEANOGRAPHIC, HYDROLOGICAL, METEOROLOGICAL OR GEOPHYSICAL INSTRUMENTS ETC. NESOI; RANGEFINDERS; PARTS AND ACCESSORIES",1740157514,90
"1143","FAS Value",9016,"BALANCES OF A SENSITIVITY OF 5 CG OR BETTER, WITH OR WITHOUT WEIGHTS; PARTS AND ACCESSORIES THEREOF",25192827,90
"1144","FAS Value",9017,"DRAWING, MARKING-OUT OR MATHEMATICAL CALCULATING INSTRUMENTS; HAND INSTRUMENTS FOR MEASURING LENGTH, NESOI; PARTS AND ACCESSORIES THEREOF",320407258,90
"1145","FAS Value",9018,"INSTRUMENTS AND APPLIANCES USED IN MEDICAL, SURGICAL, DENTAL OR VETERINARY SCIENCES (INCLUDING ELECTRO-MEDICAL AND SIGHT-TESTING); PARTS ETC. THEREOF",36806601554,90
"1146","FAS Value",9019,"MECHANO-THERAPY, MASSAGE, PSYCHOLOGICAL APTITUDE-TESTING APPLIANCES AND APPARATUS; OZONE ETC. THERAPY AND RESPIRATION APPARATUS; PARTS AND ACCESSORIES",1583379154,90
"1147","FAS Value",9020,"BREATHING APPLIANCES NESOI AND GAS MASKS HAVING MECHANICAL PARTS AND/OR REPLACEABLE FILTERS; PARTS AND ACCESSORIES THEREOF",592372439,90
"1148","FAS Value",9021,"ORTHOPEDIC APPLIANCES; SPLINTS ETC.; ARTIFICIAL PARTS OF THE BODY; HEARING AIDS AND OTHER APPLIANCES TO COMPENSATE FOR A DEFECT ETC.; PARTS ETC.",12979845238,90
"1149","FAS Value",9022,"X-RAY ETC. APPARATUS, INCLUDING RADIOGRAPHY OR RADIOTHERAPY APPARATUS, X-RAY TUBES AND GENERATORS, HIGH TENSION GENERATORS ETC.; PARTS AND ACCESSORIES",4325941074,90
"1150","FAS Value",9023,"INSTRUMENTS, APPARATUS AND MODELS, DESIGNED FOR DEMONSTRATIONAL PURPOSES, UNSUITABLE FOR OTHER USES, AND PARTS AND ACCESSORIES THEREOF",619692193,90
"1151","FAS Value",9024,"MACHINES AND APPLIANCES FOR TESTING THE MECHANICAL PROPERTIES OF MATERIALS (HARDNESS, STRENGTH ETC. OF METAL, WOOD, PAPER ETC.); PARTS AND ACCESSORIES",693679273,90
"1152","FAS Value",9025,"HYDROMETERS, THERMOMETERS, PYROMETERS, BAROMETERS, HYGROMETERS AND PSYCHROMETERS ETC.; PARTS AND ACCESSORIES THEREOF",1046614587,90
"1153","FAS Value",9026,"INSTRUMENTS AND APPARATUS FOR MEASURING OR CHECKING THE FLOW, LEVEL, PRESSURE OR OTHER VARIABLES OF LIQUIDS OR GASES, NESOI; PARTS AND ACCESSORIES",4344825159,90
"1154","FAS Value",9027,"INSTRUMENTS AND APPARATUS FOR PHYSICAL OR CHEMICAL ANALYSIS, INCLUDING CHECKING VISCOSITY, EXPANSION, HEAT, SOUND, LIGHT ETC.; MICROTOMES; PARTS ETC.",10701994557,90
"1155","FAS Value",9028,"GAS, LIQUID OR ELECTRICITY SUPPLY OR PRODUCTION METERS, INCLUDING CALIBRATING METERS THEREFOR; PARTS AND ACCESSORIES THEREOF",766491549,90
"1156","FAS Value",9029,"REVOLUTION AND PRODUCTION COUNTERS, TAXIMETERS ETC.; SPEEDOMETERS AND TACHOMETERS NESOI; STROBOSCOPES; PARTS AND ACCESSORIES THEREOF",498594905,90
"1157","FAS Value",9030,"OSCILLOSCOPES, SPECTRUM ANALYZERS ETC. FOR MEASURING ETC. ELECTRICAL QUANTITIES, NESOI; DEVICES FOR MEASURING ETC. IONIZING RADIATIONS; PARTS ETC.",5680047131,90
"1158","FAS Value",9031,"MEASURING OR CHECKING INSTRUMENTS, APPLIANCES AND MACHINES, NESOI; PROFILE PROJECTORS; PARTS AND ACCESSORIES THEREOF",8181928503,90
"1159","FAS Value",9032,"AUTOMATIC REGULATING OR CONTROLLING INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF",3357071977,90
"1160","FAS Value",9033,"PARTS AND ACCESSORIES (NOT SPECIFIED OR INCLUDED ELSEWHERE IN THIS CHAPTER) FOR MACHINES, APPLIANCES, INSTRUMENTS OR APPARATUS OF CHAPTER 90",598845964,90
"1161","FAS Value",9101,"WATCHES, WRIST, POCKET AND OTHER, INCLUDING STOP WATCHES, WITH CASE OF PRECIOUS METAL OR OF METAL CLAD WITH PRECIOUS METAL",878211389,91
